Interest,Work_Style,Strengths,Communication_Skills,Leadership_Skills,Teamwork_Skills,Decision_Making,Aptitude_Level,Field_of_Study,Years_of_Experience,Adaptability,Time_Management,Problem_Solving,Emotional_Intelligence,Stress_Tolerance,Learning_Style,Certifications_Count,Technical_Skill_Level,Career_Goals,Location_Preference,Willing_to_Relocate,Highest_Degree,GPA,Industry_of_Experience,Internship_Experience,Remote_Work_Experience,Risk_Tolerance,Routine_vs_Dynamic_Work,Introvert_Extrovert_Score,Creativity_Score,Courses_Completed,Work_Hour_Flexibility,Workplace_Preference,Work_Life_Balance_Preference,Salary_Expectation,Value_Priority,LinkedIn_Portfolio,GitHub_Repos,Public_Speaking_Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Predicted_Career_Field
Business,Collaborative,Creative,Medium,Low,High,Low,Medium,Fine Arts,11,Medium,Low,Low,Medium,High,Auditory,3,Medium,Marketing,Rural,Yes,PhD,3.56,Education,Yes,Yes,Low,Dynamic,High,Medium,10,9â€“5,Remote,Medium,>100k,Helping Others,No,18,Yes,Low,High,Medium,Low,High,Human Resources
Business,Independent,Strategic,Medium,Medium,Low,Low,Low,Chemistry,7,High,Medium,Medium,Low,Medium,Reading/Writing,2,Low,Technology,Flexible,No,Diploma,2.67,Education,Yes,Yes,Low,Routine,Medium,Low,1,9â€“5,Hybrid,Medium,60kâ€“100k,Recognition,No,19,Yes,Medium,Low,Low,Medium,Medium,Business
Marketing,Independent,Strategic,Medium,Low,Low,Medium,Medium,Mechanical Engineering,8,High,Low,Medium,Low,Medium,Reading/Writing,5,Medium,Public Relations,Flexible,Yes,Diploma,2.73,Retail,Yes,Yes,Low,Dynamic,Medium,Medium,8,9â€“5,Hybrid,High,60kâ€“100k,Recognition,No,8,No,High,Medium,High,Low,Medium,Data Scientist
Engineering,Flexible,Practical,Low,Medium,High,Low,Low,Business Administration,16,Low,Medium,High,Low,High,Auditory,0,Low,Education,Urban,No,Diploma,2.69,Arts,Yes,Yes,Medium,Routine,Low,Low,0,Freelance,Hybrid,High,<30k,Recognition,Yes,20,No,Medium,Low,Low,Low,High,Lawyer
Public Relations,Independent,Creative,High,Medium,High,High,Low,Accounting,13,High,High,High,High,Medium,Kinesthetic,3,Low,Sales,Flexible,Yes,PhD,2.64,Retail,No,No,Medium,Dynamic,High,Medium,1,Freelance,Hybrid,High,60kâ€“100k,Recognition,No,11,Yes,Low,High,Low,High,Medium,Actuary
Marketing,Flexible,Creative,Low,Medium,Low,Low,Low,Engineering,4,Low,Low,High,High,High,Auditory,0,Low,Hospitality,Flexible,Yes,PhD,3.56,Tech,No,Yes,Low,Routine,Medium,High,1,Shifts,Hybrid,High,<30k,Innovation,Yes,11,No,Medium,Medium,Medium,Low,Low,Game Developer
Journalism,Independent,Practical,Low,Low,Low,High,Low,Business Administration,8,Low,Medium,Medium,High,Low,Auditory,2,Low,Arts,Urban,No,PhD,3.82,Arts,No,Yes,High,Routine,Low,High,2,9â€“5,Hybrid,Medium,>100k,Recognition,Yes,15,Yes,Medium,Low,Medium,Medium,High,Investment Banker
Consulting,Independent,Practical,Low,High,Medium,High,Medium,Environmental Science,17,High,High,Medium,High,Medium,Visual,4,High,Public Relations,Rural,Yes,Diploma,3.2,Education,Yes,No,Medium,Routine,Medium,High,3,9â€“5,On-site,High,<30k,Security,Yes,12,No,Low,High,Medium,High,High,Therapist
Medical,Flexible,Strategic,Medium,Medium,Low,Low,Medium,Marketing,9,Low,High,Low,Medium,Medium,Visual,3,High,Engineering,Urban,Yes,PhD,3.84,Law,No,No,Medium,Routine,Medium,High,2,9â€“5,Remote,Low,<30k,Innovation,No,12,No,Medium,High,Low,Medium,Medium,Chef
Arts,Flexible,Creative,High,High,Medium,Low,Low,Accounting,6,Medium,Low,Medium,High,Medium,Visual,5,Low,Legal,Rural,Yes,Masters,3.24,Law,Yes,No,Low,Dynamic,Low,High,1,9â€“5,On-site,Low,>100k,Helping Others,No,3,Yes,Medium,Low,Low,Medium,Low,Public Relations
Sales,Independent,Practical,Low,Medium,Medium,High,Low,Hospitality Management,4,Medium,High,Medium,High,Low,Auditory,1,Low,Lawyer,Rural,Yes,Masters,3.8,Healthcare,Yes,No,Low,Routine,Medium,High,2,Shifts,Remote,High,>100k,Recognition,Yes,7,Yes,Medium,High,Medium,Low,Medium,Architecture
Teaching,Collaborative,Practical,Medium,High,Low,High,Low,Journalism,18,Low,Medium,High,High,Low,Auditory,3,Low,Hospitality,Flexible,Yes,Diploma,2.77,Law,Yes,Yes,Medium,Routine,High,Medium,7,9â€“5,Remote,High,>100k,Innovation,No,9,Yes,Low,Medium,High,Low,High,Veterinarian
Mathematics,Collaborative,Creative,Medium,Medium,High,Low,Low,Hospitality Management,2,Low,High,High,Medium,Medium,Visual,5,Medium,Education,Urban,Yes,PhD,3.33,Education,No,No,Medium,Routine,Medium,High,10,9â€“5,Remote,High,<30k,Recognition,No,10,No,Low,Low,Low,High,Medium,Doctor
Human Resources,Independent,Strategic,Medium,Low,Low,Low,Medium,Chemistry,11,Medium,High,High,High,High,Visual,5,Low,Mathematics,Flexible,No,Masters,3.26,Law,No,No,Medium,Routine,Low,Low,7,Shifts,Remote,Medium,30kâ€“60k,Recognition,No,18,Yes,High,Medium,Medium,High,High,Actuary
Finance,Flexible,Analytical,Low,Low,Medium,Low,Medium,Business Administration,18,Medium,Low,High,Low,High,Visual,2,Low,Doctor,Urban,No,Diploma,2.82,Construction,Yes,No,High,Dynamic,Medium,High,8,Shifts,Hybrid,Medium,<30k,Recognition,No,11,No,Medium,Medium,Low,High,Medium,Civil Engineer
Technology,Collaborative,Analytical,Low,Medium,Low,Low,Low,Journalism,6,Low,Medium,Medium,Low,Low,Reading/Writing,3,Low,Medical,Urban,No,Masters,2.5,Arts,No,No,Medium,Routine,Medium,High,2,Freelance,Hybrid,High,<30k,Recognition,No,9,No,Medium,High,High,Low,Low,Marketing
Arts,Collaborative,Strategic,Low,High,Low,Low,Low,Fine Arts,15,High,High,High,High,Low,Kinesthetic,2,Medium,Medical,Urban,No,Bachelors,3.38,Healthcare,No,Yes,Low,Dynamic,High,Medium,9,Shifts,Remote,High,>100k,Security,Yes,1,Yes,Medium,Medium,Low,High,Low,Human Resources
Mathematics,Collaborative,Practical,Medium,Low,Low,Medium,Low,Chemistry,16,Medium,Medium,Low,Medium,Low,Visual,1,Medium,Hospitality,Rural,No,PhD,2.67,Arts,Yes,No,Low,Routine,Medium,High,4,Freelance,Remote,Low,>100k,Helping Others,Yes,6,No,High,Medium,Medium,Low,Medium,Finance
Arts,Flexible,Creative,Medium,High,Medium,Low,Low,Hospitality Management,2,High,High,Medium,High,Low,Visual,1,High,Lawyer,Urban,Yes,Masters,2.71,Arts,Yes,Yes,Low,Dynamic,Medium,High,1,9â€“5,Hybrid,High,<30k,Security,No,3,Yes,Low,Low,Low,Medium,Medium,Geologist
Arts,Collaborative,Practical,Medium,Low,High,High,Medium,Political Science,12,High,Medium,Medium,High,Medium,Kinesthetic,1,Low,Architecture,Flexible,No,Diploma,2.61,Law,No,Yes,Low,Dynamic,Low,High,10,Freelance,On-site,Low,>100k,Innovation,No,8,Yes,Low,High,High,Low,Medium,Marketing
Consulting,Collaborative,Creative,Low,High,High,High,Medium,Hospitality Management,15,High,Low,High,Medium,Low,Reading/Writing,0,Low,Hospitality,Rural,Yes,Masters,3.05,Tech,Yes,No,Low,Routine,Low,High,9,Freelance,Remote,Low,60kâ€“100k,Helping Others,No,18,No,Low,High,High,Low,Low,Flight Attendant
Journalism,Independent,Strategic,Low,Medium,High,High,Low,Computer Science,15,Low,Low,Low,Medium,High,Kinesthetic,5,Low,Engineering,Rural,Yes,Diploma,3.97,Finance,Yes,No,Medium,Routine,Medium,High,6,Shifts,Remote,Medium,>100k,Helping Others,No,18,No,Medium,Low,High,Medium,Low,Doctor
Arts,Independent,Creative,Medium,High,High,Medium,Medium,Information Technology,15,Low,Medium,Low,Medium,Medium,Reading/Writing,5,High,Education,Rural,Yes,Masters,3.91,Tech,Yes,Yes,Medium,Routine,Medium,High,5,Freelance,On-site,Medium,>100k,Helping Others,No,7,No,Medium,High,Medium,High,Low,Flight Attendant
Legal,Flexible,Practical,High,Low,Medium,Low,Low,Medicine,0,High,High,Medium,Medium,Medium,Visual,0,Low,Journalism,Urban,Yes,Masters,2.76,Education,Yes,Yes,Medium,Routine,Medium,Medium,9,9â€“5,On-site,Low,<30k,Recognition,No,9,No,High,Medium,High,High,High,Astronomer
Legal,Flexible,Strategic,Low,Medium,Medium,High,Medium,Political Science,0,Low,Medium,Low,High,Low,Kinesthetic,3,Low,Medical,Urban,Yes,Diploma,2.61,Arts,Yes,Yes,Low,Routine,High,Low,5,Freelance,Hybrid,Medium,30kâ€“60k,Helping Others,Yes,18,No,Medium,Medium,Medium,High,Medium,Human Resources
Teaching,Flexible,Creative,Medium,Low,High,Low,Low,Information Technology,0,Medium,Low,High,Medium,Low,Reading/Writing,1,Medium,Teaching,Flexible,Yes,PhD,3.71,Retail,No,Yes,High,Routine,Low,Low,9,Shifts,Remote,Low,<30k,Innovation,Yes,6,Yes,Medium,Medium,Low,Medium,Medium,Doctor
Design,Collaborative,Strategic,Low,Medium,Medium,Low,Medium,Computer Science,13,High,Low,Medium,Medium,Medium,Reading/Writing,2,Low,Doctor,Urban,Yes,PhD,2.44,Healthcare,Yes,No,Medium,Dynamic,High,Low,0,Freelance,On-site,Medium,60kâ€“100k,Innovation,Yes,19,No,High,Low,High,Low,Medium,Sales
Education,Flexible,Creative,High,Medium,Low,Medium,Medium,Business Administration,19,Low,Medium,Medium,Low,Low,Reading/Writing,0,Low,Sales,Flexible,Yes,PhD,2.45,Education,No,Yes,Low,Routine,Medium,Low,0,9â€“5,On-site,Medium,60kâ€“100k,Innovation,Yes,3,No,Medium,Low,Low,Medium,Low,Clinical Psychologist
Mathematics,Flexible,Strategic,High,Medium,Low,Medium,Low,Physics,7,High,High,Low,Medium,Low,Kinesthetic,0,Low,Hospitality,Rural,Yes,Masters,3.4,Tech,Yes,No,Medium,Dynamic,Low,Low,5,9â€“5,On-site,High,60kâ€“100k,Recognition,No,11,Yes,Low,High,Medium,High,Low,Civil Engineer
Technology,Collaborative,Strategic,Low,High,Medium,High,Medium,Environmental Science,9,High,Medium,Low,Medium,Low,Kinesthetic,3,Medium,Hospitality,Rural,No,Diploma,2.5,Finance,No,Yes,Medium,Routine,High,Low,0,Freelance,On-site,Medium,<30k,Security,Yes,8,Yes,Medium,Medium,Medium,Medium,High,Financial Planner
Journalism,Independent,Creative,Low,Low,Low,Medium,Medium,Finance,8,Medium,Medium,Medium,High,Low,Reading/Writing,2,High,Business,Rural,Yes,Diploma,3.88,Retail,Yes,No,Medium,Routine,High,Medium,8,Shifts,Hybrid,Low,30kâ€“60k,Innovation,No,5,No,Low,Medium,Low,Medium,High,Finance
Education,Flexible,Practical,Medium,Low,Medium,Medium,Low,Architecture,12,Medium,Medium,Medium,High,High,Kinesthetic,2,High,Engineering,Urban,Yes,PhD,3.09,Retail,No,No,High,Dynamic,High,Low,1,Freelance,On-site,Low,60kâ€“100k,Helping Others,No,1,Yes,Medium,High,Low,Medium,Low,Game Developer
Lawyer,Flexible,Strategic,Medium,Medium,Medium,Medium,Low,Graphic Design,18,Low,High,Low,Medium,Medium,Visual,4,Medium,Medical,Rural,No,Masters,3.82,Construction,Yes,No,High,Dynamic,Medium,Medium,9,Freelance,On-site,Medium,<30k,Recognition,No,15,Yes,Medium,High,Low,High,Medium,Flight Attendant
Consulting,Collaborative,Strategic,Low,High,Medium,Medium,Low,Statistics,6,Medium,High,Medium,High,High,Visual,2,Low,Engineering,Urban,Yes,Bachelors,2.85,Healthcare,No,Yes,Low,Routine,Medium,Medium,9,9â€“5,On-site,Medium,<30k,Recognition,Yes,1,No,Medium,High,Medium,High,Medium,Teaching
Engineering,Independent,Strategic,Low,High,Medium,Medium,Medium,Architecture,10,Low,High,Medium,Medium,High,Auditory,3,Medium,Teaching,Rural,Yes,PhD,2.45,Construction,Yes,Yes,Low,Routine,High,Medium,7,9â€“5,Hybrid,Medium,30kâ€“60k,Helping Others,No,15,Yes,High,Medium,Medium,Low,Low,Geologist
Engineering,Flexible,Creative,Low,High,Medium,High,Low,Marketing,1,Low,Low,Low,Medium,Low,Reading/Writing,2,Medium,Arts,Urban,Yes,Masters,2.82,Tech,No,Yes,Medium,Routine,Low,Medium,9,9â€“5,On-site,Medium,60kâ€“100k,Recognition,No,13,No,High,High,Low,High,Medium,Sales
Marketing,Flexible,Analytical,Low,Medium,Medium,Medium,Medium,Computer Science,19,Low,High,High,High,High,Auditory,4,High,Marketing,Urban,No,Diploma,2.99,Retail,No,No,Medium,Dynamic,High,Low,10,Shifts,Hybrid,High,60kâ€“100k,Security,No,13,Yes,Medium,Medium,Low,Medium,Low,Animator
Doctor,Collaborative,Strategic,Low,High,High,Medium,Low,Accounting,11,High,Low,Medium,High,High,Visual,1,Low,Lawyer,Urban,No,Masters,2.65,Education,No,Yes,High,Dynamic,Low,Medium,9,Freelance,On-site,Low,60kâ€“100k,Helping Others,No,0,Yes,High,Medium,Low,Medium,Medium,Data Scientist
Arts,Flexible,Analytical,Medium,Medium,Medium,Low,Low,Sociology,16,Medium,Low,Medium,High,Low,Reading/Writing,0,Low,Architecture,Rural,No,Bachelors,2.42,Healthcare,No,No,Medium,Routine,Low,High,10,Freelance,On-site,Low,60kâ€“100k,Helping Others,Yes,8,No,Medium,Low,Medium,Medium,Low,Software Developer
Technology,Flexible,Analytical,High,Medium,High,High,Low,Accounting,19,High,Medium,Low,High,Medium,Kinesthetic,3,High,Human Resources,Flexible,Yes,Bachelors,2.58,Healthcare,No,Yes,Low,Dynamic,High,High,2,9â€“5,Hybrid,Low,>100k,Innovation,No,5,Yes,Medium,Low,Low,Medium,Medium,AI Researcher
Marketing,Collaborative,Analytical,Low,Low,Medium,High,Low,Business Administration,12,Medium,High,Low,Low,Medium,Auditory,2,Low,Consulting,Urban,Yes,Bachelors,3.21,Law,No,Yes,High,Dynamic,Low,High,5,Freelance,On-site,High,60kâ€“100k,Recognition,No,8,Yes,Medium,Medium,Medium,Medium,High,Logistics Manager
Finance,Independent,Analytical,Medium,Medium,Low,Medium,Low,Information Technology,16,High,High,Low,Medium,Low,Visual,5,Medium,Lawyer,Rural,Yes,Bachelors,2.24,Retail,No,No,High,Routine,High,Medium,6,9â€“5,On-site,Low,>100k,Helping Others,No,4,No,High,Medium,High,Low,High,Architecture
Marketing,Collaborative,Creative,Medium,Low,Medium,Medium,Low,Engineering,0,High,Medium,High,Medium,Low,Visual,5,Medium,Consulting,Rural,Yes,Masters,3.93,Construction,No,No,Medium,Routine,Medium,Medium,1,Shifts,Hybrid,Low,>100k,Helping Others,Yes,1,Yes,Medium,Medium,Low,High,Medium,Hotel Manager
Hospitality,Flexible,Creative,High,Low,Low,Medium,Low,Education,20,Low,High,Low,High,Medium,Visual,5,High,Mathematics,Rural,Yes,PhD,3.32,Retail,Yes,Yes,Medium,Dynamic,Low,Medium,4,Freelance,Hybrid,Medium,>100k,Recognition,Yes,10,No,Low,Medium,Medium,High,Low,Human Resources
Architecture,Collaborative,Analytical,High,Low,Medium,Medium,Low,Philosophy,7,Medium,Low,Low,Medium,High,Auditory,5,High,Arts,Urban,No,PhD,3.03,Healthcare,Yes,Yes,Low,Dynamic,High,High,4,9â€“5,Hybrid,Low,>100k,Recognition,No,7,No,Medium,High,Medium,Low,Medium,Actuary
Design,Collaborative,Analytical,Medium,High,Medium,Low,Medium,Graphic Design,17,Low,Low,High,Medium,High,Kinesthetic,3,High,Arts,Flexible,No,Bachelors,3.02,Arts,Yes,Yes,Low,Dynamic,Low,Medium,1,Shifts,Remote,Medium,30kâ€“60k,Security,Yes,15,No,Medium,Low,Medium,High,Low,Mechanical Engineer
Mathematics,Independent,Strategic,High,High,Medium,Medium,Low,Biology,3,High,High,Medium,Low,Medium,Visual,4,Low,Lawyer,Urban,Yes,PhD,3.76,Law,Yes,No,Medium,Dynamic,Medium,High,1,Shifts,Hybrid,Medium,60kâ€“100k,Recognition,Yes,9,No,Medium,Low,Low,High,Low,Technology
Public Relations,Independent,Practical,Low,Low,Medium,Low,Low,Architecture,2,High,Medium,Low,High,High,Kinesthetic,0,Medium,Journalism,Urban,Yes,PhD,2.1,Finance,Yes,Yes,High,Routine,Medium,Medium,8,Freelance,Hybrid,Medium,30kâ€“60k,Helping Others,Yes,1,Yes,Medium,High,High,Medium,Low,Design
Business,Flexible,Analytical,Medium,Medium,High,Medium,Medium,Sociology,14,High,Medium,High,High,Medium,Auditory,2,High,Mathematics,Urban,Yes,Diploma,3.18,Law,Yes,No,High,Dynamic,Medium,Medium,1,Shifts,Remote,High,30kâ€“60k,Security,Yes,15,No,Medium,Low,Medium,Medium,Medium,Cybersecurity Analyst
Marketing,Flexible,Creative,Low,High,High,High,Low,Nursing,14,High,Low,Low,Low,Medium,Auditory,5,Low,Legal,Urban,Yes,Bachelors,2.37,Arts,No,Yes,High,Routine,High,Medium,8,9â€“5,Hybrid,High,<30k,Helping Others,No,2,Yes,High,High,Medium,Medium,High,SEO Specialist
Marketing,Independent,Analytical,Medium,High,Medium,Medium,Low,Political Science,0,Medium,High,Medium,High,Medium,Reading/Writing,5,Low,Journalism,Rural,No,Diploma,2.94,Finance,No,Yes,Medium,Dynamic,Low,Low,9,Freelance,On-site,Low,>100k,Helping Others,No,15,Yes,Low,Medium,Low,Medium,High,Dentist
Medical,Flexible,Strategic,Low,High,Medium,Medium,Low,Chemistry,2,Medium,High,Medium,High,Low,Kinesthetic,0,High,Mathematics,Rural,No,PhD,2.64,Tech,Yes,No,High,Routine,High,Low,8,9â€“5,Hybrid,Medium,60kâ€“100k,Security,Yes,17,No,Medium,Medium,Low,High,Medium,Hospitality
Journalism,Independent,Creative,High,Low,Low,High,Medium,Law,17,Medium,Medium,Medium,Medium,Low,Reading/Writing,5,High,Architecture,Rural,Yes,Bachelors,3.08,Education,No,Yes,Medium,Dynamic,Medium,High,2,Shifts,On-site,High,<30k,Recognition,Yes,13,No,Medium,Low,Low,Low,Medium,Social Media Manager
Doctor,Independent,Strategic,Low,Medium,Low,Low,Medium,Public Relations,9,Low,Medium,High,Medium,High,Reading/Writing,5,Low,Hospitality,Rural,Yes,Masters,3.49,Construction,No,Yes,Low,Dynamic,Low,Low,5,Freelance,Hybrid,High,<30k,Innovation,Yes,20,No,Medium,Low,Medium,Medium,Medium,Public Relations
Lawyer,Collaborative,Analytical,High,Low,Medium,High,Low,Journalism,15,Medium,Medium,Low,High,Low,Auditory,3,Medium,Technology,Flexible,Yes,Bachelors,3.45,Education,No,No,High,Routine,Medium,Low,6,9â€“5,Hybrid,Low,30kâ€“60k,Recognition,No,14,No,Low,Low,Medium,Low,Medium,Sales
Journalism,Flexible,Practical,Low,Low,Low,Medium,Medium,Political Science,12,High,Medium,High,Medium,Low,Kinesthetic,0,High,Legal,Urban,No,Masters,3.29,Arts,No,Yes,Medium,Dynamic,High,High,4,Shifts,On-site,Medium,<30k,Helping Others,No,3,Yes,Medium,Low,Low,Medium,High,Design
Business,Collaborative,Strategic,High,Low,High,Low,Medium,Philosophy,4,High,High,Low,Low,High,Kinesthetic,3,Low,Journalism,Urban,No,Diploma,3.42,Arts,No,Yes,Medium,Dynamic,Low,Low,1,Freelance,Remote,Medium,60kâ€“100k,Security,Yes,9,Yes,Medium,Medium,Medium,Medium,High,Hospitality
Teaching,Collaborative,Creative,High,Low,Medium,Low,Medium,Mathematics,5,Low,Medium,Low,Low,Low,Auditory,4,Medium,Teaching,Rural,No,Diploma,3.51,Arts,No,No,Low,Routine,Medium,Medium,10,Shifts,On-site,High,60kâ€“100k,Security,No,0,Yes,Medium,Low,Medium,Low,Low,Game Developer
Doctor,Collaborative,Practical,Medium,Medium,Low,Low,Medium,Psychology,5,Medium,High,High,High,Low,Visual,0,High,Journalism,Urban,Yes,Diploma,2.38,Arts,Yes,Yes,Low,Routine,Low,High,5,9â€“5,Hybrid,Low,30kâ€“60k,Innovation,No,13,No,Medium,Low,Medium,Low,Medium,Technical Writer
Sales,Collaborative,Practical,Medium,Medium,Low,Medium,Low,Economics,14,High,Low,Medium,Low,Medium,Visual,2,Low,Consulting,Urban,No,PhD,3.09,Tech,No,No,Low,Dynamic,Low,High,8,Shifts,On-site,Low,<30k,Recognition,Yes,12,No,Medium,Low,Medium,Medium,Medium,Flight Attendant
Marketing,Flexible,Strategic,High,Low,Low,Medium,Low,Psychology,19,High,High,High,Medium,Low,Kinesthetic,4,High,Engineering,Rural,Yes,Masters,2.97,Finance,No,No,Low,Routine,Low,Medium,9,Freelance,On-site,High,30kâ€“60k,Helping Others,No,10,No,Low,Medium,Medium,Low,High,Social Media Manager
Doctor,Flexible,Practical,High,Low,High,Low,Medium,Hospitality Management,16,Low,Low,Medium,Medium,Medium,Visual,5,Medium,Arts,Flexible,No,Bachelors,2.49,Tech,No,Yes,Low,Routine,Medium,Medium,4,Shifts,Hybrid,Low,>100k,Security,Yes,15,No,High,Medium,Low,Low,Low,Lawyer
Hospitality,Independent,Analytical,High,High,Low,Low,High,Computer Science,19,Medium,High,High,Low,Medium,Kinesthetic,3,Medium,Journalism,Flexible,No,Bachelors,2.92,Education,Yes,Yes,High,Routine,High,Medium,8,Freelance,Remote,Low,>100k,Security,Yes,5,Yes,High,Medium,High,Medium,Low,Civil Engineer
Finance,Collaborative,Creative,Low,Medium,High,Medium,Medium,Finance,19,Medium,High,Medium,Low,Low,Auditory,3,Medium,Technology,Rural,Yes,Bachelors,2.9,Finance,No,Yes,Low,Routine,Low,High,3,Freelance,Remote,High,<30k,Helping Others,No,11,Yes,High,Medium,Low,Low,Low,Lawyer
Sales,Independent,Strategic,Medium,High,Low,Medium,Low,Law,10,Medium,Medium,Low,Medium,High,Visual,1,Low,Hospitality,Flexible,No,Masters,2.95,Construction,Yes,Yes,Medium,Routine,Medium,Low,8,Shifts,Hybrid,Low,<30k,Security,No,20,No,Low,Low,Medium,Low,Medium,Technology
Arts,Independent,Creative,Medium,Low,Medium,High,High,Civil Engineering,20,Medium,Low,Low,Medium,High,Visual,5,Medium,Sales,Urban,No,Bachelors,3.15,Tech,No,Yes,High,Dynamic,High,Medium,2,9â€“5,Hybrid,Low,<30k,Recognition,No,16,Yes,Medium,Medium,High,Low,Low,Veterinarian
Consulting,Flexible,Creative,Low,Low,High,Low,Medium,Economics,0,Medium,High,Medium,Medium,Low,Auditory,3,Medium,Arts,Rural,No,Diploma,3.29,Education,No,Yes,Low,Routine,Low,Medium,8,Shifts,On-site,High,30kâ€“60k,Security,Yes,0,Yes,Low,Medium,Low,High,Low,Astronomer
Mathematics,Independent,Analytical,Low,Medium,Medium,Low,Low,Business Administration,6,Medium,Low,Low,High,Medium,Kinesthetic,2,Low,Hospitality,Rural,Yes,Masters,2.99,Finance,No,Yes,High,Routine,High,Medium,5,9â€“5,On-site,High,>100k,Innovation,Yes,15,No,Low,High,Low,Medium,High,Chef
Architecture,Independent,Analytical,High,Low,Medium,High,High,Statistics,14,High,High,Low,High,Low,Visual,5,High,Medical,Rural,No,Bachelors,2.35,Tech,Yes,No,Medium,Dynamic,High,Medium,9,Shifts,Hybrid,Low,<30k,Security,Yes,17,Yes,Low,Medium,High,High,High,Arts
Technology,Independent,Analytical,High,High,High,High,Low,Economics,4,Low,High,Medium,High,Low,Kinesthetic,4,High,Public Relations,Urban,No,Diploma,3.76,Finance,Yes,Yes,Low,Routine,Medium,Medium,3,Shifts,Hybrid,High,<30k,Security,No,15,No,Medium,Medium,Medium,Low,Medium,Chef
Education,Independent,Strategic,Low,High,Medium,Medium,Medium,Nursing,14,Low,Medium,Medium,Medium,Medium,Auditory,1,Low,Sales,Flexible,No,Bachelors,3.37,Law,Yes,Yes,Medium,Routine,Medium,Low,0,Shifts,Remote,Medium,<30k,Innovation,No,3,No,Low,High,Low,Medium,Medium,Design
Lawyer,Collaborative,Practical,Low,High,Medium,Medium,Low,Public Relations,8,Low,Low,Medium,High,Medium,Kinesthetic,0,High,Mathematics,Flexible,No,Masters,2.99,Tech,Yes,No,Medium,Dynamic,Low,Medium,3,Freelance,Remote,Medium,60kâ€“100k,Recognition,Yes,0,Yes,Low,High,Medium,High,High,Chef
Design,Collaborative,Analytical,Low,Low,High,High,Low,Finance,8,Low,Medium,Low,Low,Low,Auditory,4,Medium,Human Resources,Urban,No,Bachelors,3.43,Finance,Yes,No,High,Dynamic,High,Medium,10,Freelance,On-site,Medium,>100k,Innovation,Yes,16,Yes,Low,High,Low,Low,High,Architecture
Hospitality,Flexible,Creative,Medium,Medium,Medium,High,Medium,Medicine,19,Low,Medium,High,Low,Medium,Auditory,3,Low,Doctor,Urban,No,Bachelors,3.56,Education,No,Yes,Medium,Routine,Medium,Medium,4,9â€“5,Hybrid,High,30kâ€“60k,Helping Others,Yes,6,Yes,Low,Medium,Low,High,Low,Technical Writer
